"Map1","Map2","Choice","MapVote","Date","FullPartial","Result","Eliminations","Deaths","Score","Damage","TotalXP","PrimaryWeapon","XPType","DidPlayerVote","GameType","Confirms","Denies","Objectives","ObjectiveKills","Captures","Diffuses","Plants","Time_Sec","Time_Min"
"Cartel","Diesel","Diesel","2 to 1",2021-08-07,"Full","82-100",19,18,2595,3081,16112,"FARA-83","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","The Pines","Checkmate","5 to 0",2021-08-07,"Full","100-85",26,14,2960,3660,28128,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Garrison","Garrison","1 to 0",2021-08-07,"Full","100-86",18,15,2585,3238,17345,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Armada Strike","Yamantau","3 to 0",2021-08-07,"Full","100-90",22,22,2860,3093,24643,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Collateral Strike",NA,2021-08-07,"Full","100-94",14,14,2085,2019,18177,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Miami","Moscow","1 to 0",2021-08-07,"Full","100-81",20,14,3105,2963,22625,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Hijacked","Express","2 to 2",2021-08-07,"Full","89-100",14,18,1875,2264,14468,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Cartel","Satellite","1 to 1",2021-08-07,"Full","97-100",10,19,1475,1620,11777,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Rush","Miami Strike","1 to 1",2021-08-07,"Full","100-68",20,12,3760,2657,15455,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Hijacked","Garrison","1 to 1",2021-08-07,"Full","68-73",20,17,3825,2830,25414,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Diesel","Crossroads Strike","4 to 2",2021-08-07,"Full","100-68",19,18,2045,2685,16282,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Express","Express","3 to 1",2021-08-08,"Full","100-81",21,12,4855,3110,23560,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Satellite","Apocalypse","3 to 3",2021-08-08,"Full","100-65",19,10,4850,2676,23998,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Hijacked","Hijacked","2 to 0",2021-08-08,"Full","91-95",20,13,3420,3643,22585,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Nuketown '84","Nuketown '84","3 to 1",2021-08-08,"Full","100-93",21,16,3885,3117,25706,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Crossroads Strike","Crossroads Strike","3 to 1",2021-08-08,"Full","79-100",18,20,2105,2142,11079,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Hijacked",NA,2021-08-08,"Partial","250-145",21,18,3485,2511,22927,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,11,NA,NA,NA,5,2
NA,NA,"Cartel",NA,2021-08-08,"Full","250-52",12,12,2310,1503,15075,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,12,NA,NA,NA,46,2
"Moscow","Diesel","Diesel","2 to 0",2021-08-08,"Full","100-94",17,12,2860,2565,20441,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Crossroads Strike","Crossroads Strike","4 to 0",2021-08-08,"Full","81-100",13,17,2030,2189,9217,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collateral Striek","Cartel","Collateral Strike","3 to 2",2021-08-08,"Full","86-100",13,15,3510,2323,16540,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Checkmate","Checkmate","4 to 0",2021-08-08,"Full","100-85",25,12,3880,3756,19488,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Rush","Rush","2 to 0",2021-08-08,"Full","100-65",22,11,3735,3454,19123,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Miami Strike","Yamantau","2 to 0",2021-08-08,"Full","100-85",13,13,2445,1686,15412,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Nuketown '84","Nuketown '84","7 to 1",2021-08-08,"Full","100-76",16,10,3155,2428,17906,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Apocalypse","Checkmate","2 to 0",2021-08-08,"Full","98-73",16,14,2430,2634,17355,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Miami","Moscow","2 to 1",2021-08-08,"Full","89-100",15,16,2940,2325,21346,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collateral Striek","Hijacked","Collateral Strike","3 to 3",2021-08-08,"Full","80-99",19,18,4225,2786,21833,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush","Nuketown '84","Nuketown '84","3 to 0",2021-08-08,"Full","85-100",20,15,3770,3200,11656,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Satellite","Standoff","3 to 1",2021-08-08,"Full","77-100",10,14,1785,1624,22456,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Crossroads Strike","Crossroads Strike","3 to 0",2021-08-08,"Full","100-56",33,15,4730,4716,17461,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Yamantau","Yamantau","4 to 1",2021-08-08,"Full","100-75",22,13,3080,2864,18296,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Miami","Miami","2 to 1",2021-08-08,"Full","85-65",16,14,2510,2772,20349,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Rush",NA,2021-10-10,"Partial","97-87",18,12,3240,2589,16037,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Express","Express","3 to 0",2021-10-10,"Full","88-97",14,15,1760,1932,15355,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echelon","Collateral Strike","Collateral Strike","1 to 0",2021-10-10,"Full","67-100",12,17,1580,1592,12834,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Amerika","Crossroads Strike","3 to 2",2021-10-10,"Full","98-100",19,19,2805,2518,16196,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echelon","Checkmate","Checkmate","2 to 0",2021-10-10,"Full","100-97",17,12,2390,2661,19721,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Apocalypse","Armada Strike","1 to 1",2021-10-10,"Full","100-96",18,14,3130,2388,21179,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echelon","Hijacked","Echelon","2 to 1",2021-10-10,"Full","81-80",17,19,2595,2960,19040,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Cartel","Garrison","2 to 1",2021-10-10,"Full","94-74",26,18,3230,4278,26992,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zoo","Rush","Zoo","4 to 2",2021-10-10,"Full","89-100",24,21,3130,3052,18519,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Collateral Strike","Collateral Strike","4 to 0",2021-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deprogram","Echelon","Deprogram","2 to 0",2021-10-11,"Full","200-250",42,27,4175,5812,31953,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,14,NA,NA,NA,52,0
"Collaterol Strike","Standoff","Standoff","3 to 1",2021-10-11,"Full","250-97",17,22,2635,2389,15391,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,9,NA,NA,NA,48,1
"Armada Strike","Raid","Armada Strike","2 to 0",2021-10-11,"Full","187-164",20,29,2855,2607,20928,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,10,NA,NA,NA,33,1
"Drive-in","Yamantau","Drive-in","3 to 0",2021-10-11,"Full","250-135",19,15,2930,2414,22324,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,7,NA,NA,NA,42,1
"Miami Strike","Rush","Miami Strike","3 to 1",2021-10-11,"Full","115-250",10,29,1500,1299,10481,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,3,NA,NA,NA,47,0
NA,NA,"Standoff",NA,2021-10-11,"Full","250-171",20,23,2305,2604,20664,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,12,NA,NA,NA,39,2
"Diesel","Express","Diesel","2 to 0",2021-10-11,"Full","250-126",30,24,3310,2978,27165,"DMR 14","Double XP + 10%","No","Hardpoint",NA,NA,NA,15,NA,NA,NA,14,2
"Drive-in","Satellite","Drive-in","4 to 1",2021-10-11,"Full","114-250",25,26,2820,3582,21336,"DMR 14","Double XP + 10%","No","Hardpoint",NA,NA,NA,12,NA,NA,NA,51,0
"Armada Strike","Collateral Strike","Collaterel Strike","4 to 1",2021-10-11,"Full","250-233",39,27,3585,5141,28365,"DMR 14","Double XP + 10%","No","Hardpoint",NA,NA,NA,25,NA,NA,NA,29,2
NA,NA,"Deprogram",NA,2021-10-11,"Full","219-250",21,28,2670,2353,21352,"DMR 14","Double XP + 10%","No","Hardpoint",NA,NA,NA,13,NA,NA,NA,21,1
"Checkmate","Amerika","Amerika","3 to 0",2021-10-11,"Full","250-135",27,25,3410,3363,21281,"DMR 14","Double XP + 10%","No","Hardpoint",NA,NA,NA,12,NA,NA,NA,20,2
NA,NA,"The Pines",NA,2021-10-11,"Full","215-250",39,31,4545,5201,31554,"DMR 14","Double XP + 10%","No","Hardpoint",NA,NA,NA,22,NA,NA,NA,31,1
"Yamantau","Slums","Yamantau","1 to 1",2021-10-11,"Full","175-250",36,29,3975,4088,24459,"DMR 14","Double XP + 10%","No","Hardpoint",NA,NA,NA,24,NA,NA,NA,1,1
"Apocalypse","Garrison","Garrison","2 to 0",2021-10-11,"Full",NA,NA,NA,NA,NA,NA,NA,NA,"No","Hardpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Diesel","Diesel","4 to 2",2021-10-11,"Full","250-224",34,29,3775,4361,14250,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,24,2
"The Pines","Drive-in","The Pines","3 to 2",2021-10-11,"Full","250-30",14,10,2435,1713,6849,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,11,NA,NA,NA,11,3
"Standoff","Hijacked","Hijacked","3 to 2",2021-10-11,"Full","250-121",21,24,2015,2494,9941,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,10,NA,NA,NA,0,2
"Garrison","Zoo","Garrison","2 to 2",2021-10-11,"Full","250-160",27,15,4530,3591,21516,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,16,NA,NA,NA,46,2
"Moscow","Standoff","Moscow","4 to 4",2021-10-11,"Full","232-250",28,25,3715,3738,15393,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,32,2
"Express","Cartel","Express","4 to 1",2021-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Hardpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amerika","Slums","Amerika","6 to 0",2021-10-12,"Full","250-177",32,28,4035,4674,14400,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,59,1
"Moscow","Cartel","Moscow","2 to 1",2021-10-12,"Full","250-184",33,11,5250,4887,14236,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,21,NA,NA,NA,13,2
NA,NA,"Standoff",NA,2021-10-12,"Partial","236-250",20,27,3025,3228,12698,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,10,NA,NA,NA,39,1
"Miami Strike","Slums","Slums","2 to 1",2021-10-12,"Full","250-33",28,4,9734,3795,25126,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,21,NA,NA,NA,18,3
"Armada Strike","Yamantau","Yamantau","3 to 2",2021-10-12,"Full","250-91",27,16,3340,2809,11703,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,14,NA,NA,NA,11,2
"Collateral Strike","Zoo","Zoo","2 to 1",2021-10-12,"Full","194-250",33,25,4310,4124,11709,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,17,NA,NA,NA,51,0
"The Pines","Armada Strike","The Pines","2 to 1",2021-10-12,"Full","250-105",8,14,1095,1585,8898,"Pellington","10% Boost","No","Hardpoint",NA,NA,NA,5,NA,NA,NA,1,2
"Echelon","Crossroads Strike","Echelon","2 to 0",2021-10-12,"Full","164-250",14,21,1790,1996,7608,"Pellington","10% Boost","No","Hardpoint",NA,NA,NA,10,NA,NA,NA,7,1
"Satellite","Checkmate","Satellite","2 to 2",2021-10-12,"Full","144-250",20,18,1935,2175,8647,"Pellington","10% Boost","No","Hardpoint",NA,NA,NA,11,NA,NA,NA,2,1
"Express","Moscow","Express","4 to 1",2021-10-12,"Full",NA,NA,NA,NA,NA,NA,NA,NA,"No","Hardpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Rush",NA,2021-10-13,"Partial","250-97",21,22,1770,2402,8233,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,14,NA,NA,NA,37,1
"Drive-in","Slums","Slums","3 to 0",2021-10-13,"Full","250-203",30,28,4215,4256,13230,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,16,NA,NA,NA,5,2
"Deprogram","Yamantau","Deprogram","2 to 1",2021-10-13,"Full","250-132",26,15,3225,3816,12550,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,15,NA,NA,NA,5,3
"Echelon","Crossroads Strike","Crossroads Strike","5 to 0",2021-10-13,"Full","199-250",33,21,4560,4677,17275,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,13,NA,NA,NA,51,1
"Standoff","Nuketown '84","Standoff","3 to 1",2021-10-13,"Full","250-154",21,22,2860,3574,12857,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,17,NA,NA,NA,1,2
"The Pines","Diesel","The Pines","3 to 2",2021-10-13,"Full","250-158",19,22,2635,2087,9284,"FARA-83","10% Boost","No","Hardpoint",NA,NA,NA,16,NA,NA,NA,26,2
"Miami Stirke","Echelon","Miami Strike","4 to 1",2021-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Hardpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Echelon",NA,2021-10-15,"Partial","117-250",18,15,1315,2260,6141,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,10,NA,NA,NA,27,0
NA,NA,"Slums",NA,2021-10-15,"Full","250-218",22,31,2585,2142,12297,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,8,NA,NA,NA,47,1
"Moscow","Collateral Strike","Collateral Strike","3 to 0",2021-10-15,"Full","250-66",10,18,1480,1829,6416,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,3,NA,NA,NA,15,2
"Drive-in","Express","Express","2 to 0",2021-10-15,"Full","250-117",31,14,3360,4142,17844,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,13,NA,NA,NA,0,2
NA,NA,"Nuketown '84",NA,2021-10-15,"Partial","250-142",23,12,2815,2362,12174,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,17,NA,NA,NA,56,1
"Slums","Hijacked","Slums","2 to 0",2021-10-15,"Full","59-250",20,17,2060,2527,12733,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,8,NA,NA,NA,41,0
"Armada Strike","Raid","Armada Strike","5 to 0",2021-10-15,"Full","136-250",19,25,2394,2497,9160,"Pellington","10% Boost","No","Hardpoint",NA,NA,NA,9,NA,NA,NA,2,1
"Miami Strike","Checkmate","Checkmate","1 to 0",2021-10-15,"Full","250-134",15,14,1420,2346,8505,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,5,NA,NA,NA,33,1
"Diesel","Cartel","Diesel","7 to 0",2021-10-15,"Full","87-240",43,25,4460,5926,20300,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,39,0
"Garrison","Yamantau","Garrison","1 to 0",2021-10-15,"Full","201-250",55,24,6535,6801,17914,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,22,NA,NA,NA,54,0
"Drive-in","Crossroads Strike","Crossroads Strike","1 to 0",2021-10-15,"Full","128-250",23,30,3180,3104,15372,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,14,NA,NA,NA,14,1
"Checkmate","Express","Checkmate","4 to 2",2021-10-16,"Full","164-250",22,23,3130,3349,8718,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,9,NA,NA,NA,54,0
NA,NA,"Diesel",NA,2021-10-16,"Partial","250-244",13,11,2490,1977,6896,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,4,NA,NA,NA,6,1
NA,NA,"Cartel",NA,2021-10-16,"Partial","247-250",15,15,1775,2171,5032,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,11,NA,NA,NA,29,1
"Standoff","Drive-in","Standoff","1 to 0",2021-10-16,"Full","250-63",17,15,1680,2513,12517,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,4,NA,NA,NA,46,0
"Zoo","Slums","Zoo","2 to 0",2021-10-16,"Full","250-210",40,22,3995,4894,17036,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,24,NA,NA,NA,50,1
"Apocalypse","Moscow","Moscow","6 to 2",2021-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Hardpoint",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Echelon",NA,2021-10-21,"Full","250-148",15,17,2575,1586,11089,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,5,NA,NA,NA,23,1
"Apocalypse","Amerika","Amerika","4 to 0",2021-10-21,"Full","250-12",23,11,2415,2914,12354,"MG 82","10% Boost","No","Hardpoint",NA,NA,NA,14,NA,NA,NA,1,2
"The Pines","Hijacked","Hijacked","3 to 0",2021-10-22,"Full","191-250",20,20,2260,2464,21254,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,16,NA,NA,NA,29,2
"Satellite","Slums","Satellite","2 to 2",2021-10-22,"Full","185-250",33,18,4015,3917,22610,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,15,NA,NA,NA,30,1
"Express","Checkmate","Checkmate","3 to 2",2021-10-22,"Full","192-250",17,23,2200,2032,19251,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,10,NA,NA,NA,9,1
"Crossroads Strike","Satellite","Crossroads Strike","3 to 1",2021-10-22,"Full","217-250",13,16,2320,1693,16129,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,10,NA,NA,NA,34,2
NA,NA,"Raid",NA,2021-10-23,"Partial","93-83",5,8,550,840,6220,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amerika","Deprogram","Amerika","1 to 0",2021-10-23,"Full","90-100",19,18,4225,2623,18172,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Moscow","The Pines","1 to 1",2021-10-23,"Full","86-87",16,14,1925,2781,15142,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Hijacked","Hijacked","3 to 0",2021-10-23,"Full","95-100",12,11,1930,1964,15447,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Crossroads Strike","Crossroads Strike","1 to 0",2021-10-23,"Full","88-100",28,14,5510,3744,35439,"MG 82","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Standoff","Standoff","4 to 0",2021-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deprogram","Miami Strike","Miami Strike","4 to 1",2021-10-23,"Full","100-87",20,17,4040,2733,18258,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Nuketown '84 Halloween",NA,2021-10-23,"Full","100-60",14,12,1370,2380,12138,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Nuketown '84 Halloween",NA,2021-10-23,"Full","100-71",15,9,2065,2392,13100,"MG 82","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Nuketown '84 Halloween",NA,2021-10-23,"Full","250-98",38,26,4800,4360,35367,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,28,NA,NA,NA,50,2
NA,NA,"Crossroads Strike",NA,2021-10-23,"Partial","250-167",13,23,1545,1551,15359,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,8,NA,NA,NA,53,0
"Satellite","Nuketown '84 Halloween","Nuketown '84 Halloween","1 to 0",2021-10-23,"Full","250-243",38,31,4350,4798,27523,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,51,1
NA,NA,"Armada Strike",NA,2021-10-23,"Full","250-1",10,9,1555,1322,9861,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,5,NA,NA,NA,24,1
"Checkmate","Garrison","Checkmate","1 to 0",2021-10-23,"Full","250-180",26,22,3365,3620,21512,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,16,NA,NA,NA,24,1
NA,NA,"Amerika",NA,2021-10-23,"Full","250-2",11,6,3010,1057,10509,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,7,NA,NA,NA,53,2
"Crossroads Strike","Miami Strike","Crossroads Strike","2 to 1",2021-10-23,"Full","250-186",37,21,3875,4677,20732,"MG 82","Double XP + 10%","No","Hardpoint",NA,NA,NA,21,NA,NA,NA,13,2
NA,NA,"Zoo",NA,2021-10-23,"Partial","176-250",13,14,1905,1387,12988,"Milano","Double XP + 10%","No","Hardpoint",NA,NA,NA,9,NA,NA,NA,20,1
NA,NA,"Drive-in",NA,2021-10-23,"Full","250-151",32,22,5040,4488,26952,"Milano","Double XP + 10%","No","Hardpoint",NA,NA,NA,22,NA,NA,NA,13,2
"Satellite","Deprogram","Satellite","2 to 0",2021-10-23,"Full","241-250",29,29,4075,3714,24138,"Milano","Double XP + 10%","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,12,3
"Slums","Express","Express","4 to 3",2021-10-23,"Full","200-176",19,29,3160,3663,27644,"Milano","Double XP + 10%","No","Domination",NA,NA,7,2,5,NA,NA,NA,NA
"Yamantau","Raid","Raid","4 to 0",2021-10-23,"Full","200-165",26,18,4610,4040,26628,"Milano","Double XP + 10%","No","Domination",NA,NA,17,10,7,NA,NA,NA,NA
"The Pines","Drive-in","Drive-in","2 to 0",2021-10-24,"Full","171-200",22,27,3500,2741,20022,"FARA-83","Double XP + 10%","No","Domination",NA,NA,16,7,9,NA,NA,NA,NA
"Satellite","Crossroads Strike","Crossroads Strike","3 to 2",2021-10-24,"Full","62-65",23,22,2605,3173,16448,"FARA-83","Double XP + 10%","No","Kill Confirmed",10,3,13,NA,NA,NA,NA,NA,NA
"Diesel","Rush","Diesel","5 to 0",2021-10-24,"Full","54-65",27,16,3500,3674,21713,"FARA-83","Double XP + 10%","No","Kill Confirmed",16,8,24,NA,NA,NA,NA,NA,NA
"Zoo","Garrison","Zoo","3 to 0",2021-10-24,"Full","65-39",10,10,1525,1397,15411,"FARA-83","Double XP + 10%","No","Kill Confirmed",5,1,6,NA,NA,NA,NA,NA,NA
"Raid","Apocalypse","Apocolypse","2 to 2",2021-10-24,"Full","250-77",17,8,2645,2656,21630,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,5,NA,NA,NA,43,1
"Satellite","Garrison","Satellite","5 to 3",2021-10-24,"Full","99-250",11,20,1335,1696,15718,"Milano","Double XP + 10%","No","Hardpoint",NA,NA,NA,3,NA,NA,NA,18,0
"Diesel","Miami Sstrike","Diesel","3 to 0",2021-10-24,"Full","109-250",16,19,2345,2899,17362,"Milano","Double XP + 10%","No","Hardpoint",NA,NA,NA,9,NA,NA,NA,52,0
NA,NA,"The Pines",NA,2021-10-24,"Full","250-203",39,19,5420,5693,40515,"Milano","Double XP + 10%","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,22,2
"Armada Strike","Miami Strike","Miami Strike","2 to 1",2021-10-29,"Full","250-117",9,14,2145,1082,15134,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,4,NA,NA,NA,52,2
"Apocalypse","Amrada Strike","Apocalypse","2 to 0",2021-10-29,"Full","250-131",26,10,5280,3492,22983,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,9,NA,NA,NA,20,1
"Rush","Zoo","Rush","4 to 0",2021-10-29,"Full","74-250",19,20,2190,3271,15097,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,9,NA,NA,NA,26,0
NA,NA,"Nuketown '84 Halloween",NA,2021-10-29,"Full","225-250",36,28,4055,4517,24210,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,19,NA,NA,NA,37,1
"Rush","Collateral Strike","Rush","3 to 1",2021-10-29,"Full","250-149",32,14,4100,4299,26969,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,23,NA,NA,NA,51,2
"Drive-in","Echelon","Echelon","1 to 0",2021-10-29,"Full","250-134",9,21,1600,1173,14731,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,6,NA,NA,NA,51,1
"Satellite","Yamantau","Satellite","2 to 1",2021-10-29,"Full","248-250",22,28,3345,2924,27263,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,6,NA,NA,NA,0,2
"Hijacked","Standoff","Standoff","3 to 2",2021-10-31,"Full","250-184",24,20,3235,2861,26395,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,17,NA,NA,NA,28,2
NA,NA,"Satellite",NA,2021-10-31,"Partial","250-199",13,21,1685,2154,12549,"FARA-83","Double XP + 10%","No","Hardpoint",NA,NA,NA,6,NA,NA,NA,22,1
